directorId,name,birthYear,deathYear
nm0776224,Dave Schultz,,
nm0776271,John Schultz,,
nm0776315,Fernando Schultz,,
nm0776317,Michael Schultz,1938.0,
nm0776398,Stephan Schultze,,
nm0776553,Douglas Schulze,,
nm0776650,Michelle Schumacher,1966.0,
nm0776775,Alexander Schure,1920.0,2009.0
nm0776838,Harold D. Schuster,1902.0,1986.0
nm0776893,Andrew Schuth,,
nm0776980,Eric Schwab,,
nm0777029,Reinhard Schwabenitzky,1947.0,
nm0777209,Douglas Schwartz,,
nm0777291,John Alan Schwartz,1952.0,2019.0
nm0777300,Josh Schwartz,1976.0,
nm0777363,Maurice Schwartz,1890.0,1960.0
nm0777447,Stefan Schwartz,1963.0,
nm0777498,Louie Schwartzberg,,
nm0777510,Arnold Schwartzman,,
nm0777521,Robert Schwartzman,1982.0,
nm0777564,Florian Schwarz,1974.0,
nm0777579,Hanns Schwarz,1888.0,1945.0
nm0777593,Jeffrey Schwarz,1969.0,
nm0777788,Matthias Schweighöfer,1981.0,
nm0777838,Daniel Schweizer,,
nm0777881,Robert Schwentke,1968.0,
nm0777909,Jules Schwerin,1919.0,2004.0
nm0777960,Stefan Schwietert,1961.0,
nm0778144,Pierre Schoeller,1961.0,
nm0778280,Rolf Schübel,1942.0,
nm0778306,Reinhold Schünzel,1886.0,1954.0
nm0778338,Jan Schütte,1957.0,
nm0778339,Jan Georg Schütte,1962.0,
nm0778343,Thorsten Schütte,,
nm0778404,Alberto Sciamma,1961.0,
nm0778633,Ettore Scola,1931.0,2016.0
nm0778931,Carey Scott,1965.0,
nm0778993,Cynthia Scott,1939.0,
nm0779011,Darin Scott,,
nm0779265,Jake Scott,1965.0,
nm0779386,Jordan Scott,1977.0,
nm0779433,Ken Scott,,
nm0779524,Luke Scott,1968.0,
nm0779641,Oz Scott,1949.0,
nm0779670,Peter Graham Scott,1923.0,2007.0
nm0779830,T.J. Scott,,
nm0780117,George Scribner,,
nm0780530,James Seale,,
nm0780549,John Sealey,1934.0,
nm0780678,Nick Searcy,1959.0,
nm0780695,Francis Searle,1909.0,2002.0
nm0780764,Fred F. Sears,1913.0,1957.0
nm0780782,Mike Sears,,
nm0780789,Richard Sears,1969.0,
nm0780817,Michael Seater,1987.0,
nm0780833,George Seaton,1911.0,1979.0
nm0780915,Paul Seban,1929.0,2020.0
nm0780933,Beverly Sebastian,,
nm0780944,Ferd Sebastian,1933.0,
nm0780980,Frank Sebastiano,,
nm0781261,Osman F. Seden,1924.0,1998.0
nm0781267,Rufus Butler Seder,,
nm0781292,Edward Sedgwick,1892.0,1953.0
nm0781341,Jakov Sedlar,1952.0,
nm0781673,Shawn Seet,,
nm0781733,Joshua Seftel,1968.0,
nm0781751,Alex Segal,1915.0,1977.0
nm0781842,Peter Segal,1962.0,
nm0781907,Stu Segall,,
nm0782030,Muli Segev,1972.0,
nm0782096,Enrique Segoviano,1944.0,
nm0782213,Santiago Segura,1965.0,
nm0782244,Subhash Sehgal,,
nm0782266,Peter Sehr,1951.0,2013.0
nm0782381,Arthur Allan Seidelman,,
nm0782384,Susan Seidelman,1952.0,
nm0782430,Ulrich Seidl,1952.0,
nm0782578,Hannu Seikkula,1950.0,
nm0782597,Lewis Seiler,1890.0,1964.0
nm0782682,William A. Seiter,1890.0,1964.0
nm0782707,George B. Seitz,1888.0,1944.0
nm0782739,Michael Seitzman,1967.0,
nm0782804,Steve Sekely,1899.0,1979.0
nm0782900,Andrzej Sekula,1954.0,
nm0782947,Lesley Selander,1900.0,1979.0
nm0783118,Ray Selfe,1932.0,2001.0
nm0783139,Henry Selick,1952.0,
nm0783178,Hans Selikovsky,,
nm0783180,Ali Selim,,
nm0783228,Valentin Selivanov,1938.0,1998.0
nm0783257,Jack M. Sell,,
nm0783299,Peter Sellars,1957.0,
nm0783365,Michael D. Sellers,,
nm0783398,Charles E. Sellier Jr.,1943.0,2011.0
nm0783536,Aaron Seltzer,1974.0,
nm0783544,David Seltzer,1940.0,
nm0783585,R.K. Selvamani,,
nm0783629,Edgar Selwyn,1875.0,1944.0
nm0783676,Arna Selznick,,
nm0783717,Bill Semans,,
nm0783733,Ousmane Sembene,1923.0,2007.0
nm0783751,David Semel,,
nm0783865,Larry Semon,1889.0,1928.0
nm0784008,Ivan Sen,,
nm0784019,Mrinal Sen,1923.0,2018.0
nm0784061,Dominic Sena,1949.0,
nm0784289,Partho Sen-Gupta,1965.0,
nm0784372,Jen Senko,,
nm0784374,Ron Senkowski,,
nm0784395,Orlando Senna,1940.0,
nm0784407,Mack Sennett,1880.0,1960.0
nm0784723,Rodrigo Sepúlveda,,
nm0784805,Giorgio Serafini,1962.0,
nm0784808,Marco Serafini,1956.0,
nm0784884,Rade Serbedzija,1946.0,
nm0785011,Eva Sereny,1935.0,2021.0
nm0785029,Michael Seresin,1942.0,
nm0785112,Viktor Sergeev,1938.0,2006.0
nm0785164,Julien Seri,1971.0,
nm0785227,Andy Serkis,1964.0,
nm0785241,Craig E. Serling,1964.0,
nm0785498,Antonio Serrano,1955.0,
nm0785515,David Serrano,1975.0,
nm0785684,Coline Serreau,1947.0,
nm0785723,Ramin Serry,,
nm0785773,Raoul Servais,1928.0,
nm0785877,Aleksandr Seryy,1927.0,1987.0
nm0785909,Alejandro Sessa,1928.0,1998.0
nm0786018,Pelle Seth,1946.0,
nm0786033,Parmeet Sethi,1961.0,
nm0786042,K.S. Sethumadhavan,1926.0,
nm0786174,Javier Setó,1926.0,1969.0
nm0786607,Vernon Sewell,1903.0,2001.0
nm0786987,Rogério Sganzerla,1946.0,2004.0
nm0786989,Nicholas Sgarro,1925.0,
nm0787066,Menelik Shabazz,1954.0,2021.0
nm0787125,Michael Shackleton,,
nm0787135,York Alec Shackleton,1974.0,
nm0787257,Dirk Shafer,1962.0,2015.0
nm0787452,Krishna Shah,1938.0,2013.0
nm0787453,Kundan Shah,1947.0,2017.0
nm0787526,Parviz Shahbazi,,
nm0787562,Maryam Shahriar,,
nm0787601,Steven Shainberg,1963.0,
nm0787668,Karen Shakhnazarov,1952.0,
nm0787687,Matt Shakman,1975.0,
nm0787768,Robert Shallcross,,
nm0787917,Vladimir Shamshurin,1940.0,
nm0788058,Maxwell Shane,1905.0,1983.0
nm0788070,Philip Shane,1967.0,
nm0788094,Peter Shaner,,
nm0788171,S. Shankar,1963.0,
nm0788191,Tom Shankland,,
nm0788202,Adam Shankman,1964.0,
nm0788234,John Patrick Shanley,1950.0,
nm0788426,Tristram Shapeero,1966.0,
nm0788454,Alan Shapiro,1957.0,
nm0788481,Craig Shapiro,,
nm0788488,David Shapiro,,
nm0788522,Iosif Shapiro,1907.0,1989.0
nm0788538,Jesse Shapiro,,
nm0788539,Jody Shapiro,,
nm0788553,Ken Shapiro,1942.0,2017.0
nm0788700,Borislav Sharaliev,1922.0,2002.0
nm0788855,Abhishek Sharma,,
nm0788858,Anil Sharma,,
nm0788940,Jim Sharman,1945.0,
nm0789033,Don Sharp,1921.0,2011.0
nm0789054,Ian Sharp,1946.0,
nm0789366,Jessica Sharzer,1972.0,
nm0789477,Alfred Shaughnessy,1916.0,2005.0
nm0789496,Dror Shaul,1967.0,
nm0789520,Melville Shavelson,1917.0,2007.0
nm0789563,Igor Shavlak,1962.0,
nm0789651,Chris Shaw,,
nm0789788,Jimmy Shaw,,
nm0789817,Keith Shaw,,
nm0790144,Robert Shaye,1939.0,
nm0790230,Georgi Shchukin,1925.0,1983.0
nm0790250,Andrew Shea,,
nm0790281,Jack Shea,1928.0,2013.0
nm0790283,James K. Shea,,
nm0790291,John Shea,1949.0,
nm0790395,Barry Shear,1923.0,1979.0
nm0790398,Jon Shear,,
nm0790519,Donald Shebib,1938.0,
nm0790616,Nik Sheehan,,
nm0790715,Penelope Spheeris,1945.0,
nm0790743,Todd Sheets,,
nm0790746,Chuck Sheetz,1960.0,
nm0790758,Stanley Sheff,,
nm0790957,Robert J. Siegel,,
nm0791084,Sidney Sheldon,1917.0,2007.0
nm0791248,Adrienne Shelly,1966.0,2006.0
nm0791285,Josh Shelov,,
nm0791316,Christopher Shelton,,
nm0791381,Millicent Shelton,,
nm0791468,Fu Shen,1905.0,1994.0
nm0791488,Patrick Shen,,
nm0791495,Xiling Shen,1904.0,1940.0
nm0791542,Eldar Shengelaia,1933.0,
nm0791543,Giorgi Shengelaia,1937.0,2020.0
nm0791556,Jon Shenk,,
nm0791672,Richard Shepard,,
nm0791723,Quinn Shephard,1995.0,
nm0791899,Larisa Shepitko,1938.0,1979.0
nm0791968,Mark Sheppard,1964.0,
nm0792018,John Shepphird,,
nm0792042,Jack Sher,1913.0,1988.0
nm0792120,Adrian Shergold,1948.0,
nm0792202,Kirsten Sheridan,1976.0,
nm0792241,Peter Sheridan,1952.0,
nm0792257,Simon Sheridan,1975.0,
nm0792263,Taylor Sheridan,,
nm0792309,Edwin Sherin,1930.0,2017.0
nm0792398,Cindy Sherman,1954.0,
nm0792446,Gary Sherman,1945.0,
nm0792450,George Sherman,1908.0,1991.0
nm0792453,Gregory V. Sherman,,
nm0792514,Lowell Sherman,1888.0,1934.0
nm0792581,Samuel M. Sherman,1940.0,
nm0792605,Vincent Sherman,1906.0,2006.0
nm0792763,Amir Shervan,1929.0,2006.0
nm0792795,Bill Sherwood,1952.0,1990.0
nm0792822,John Sherwood,1903.0,1959.0
nm0792905,Raam Shetty,,
nm0793133,Hiroshi Shidara,,
nm0793455,Steve Shill,1957.0,
nm0793510,Yigal Shilon,,
nm0793522,Barry Shils,,
nm0793548,Kôji Shima,1901.0,1986.0
nm0793646,Hiroshi Shimizu,1903.0,1966.0
nm0793648,Hiroshi Shimizu,1964.0,
nm0793662,Keizô Shimizu,,
nm0793802,Nelson Shin,1939.0,
nm0793835,Yermek Shinarbayev,1953.0,
nm0793836,Sofia Shinas,1968.0,
nm0793840,Akiyuki Shinbo,1961.0,
nm0793881,Kaneto Shindô,1912.0,2012.0
nm0793944,Takehiko Shinjo,,
nm0793983,Masahiro Shinoda,1931.0,
nm0793997,Tetsuo Shinohara,1962.0,
nm0794000,Toshiya Shinohara,,
nm0794048,Akihiko Shiota,1961.0,
nm0794057,Cory Shiozaki,,
nm0794198,Daisaku Shirakawa,1935.0,
nm0794598,Isaak Shmaruk,1910.0,1986.0
nm0794791,Jack Sholder,1945.0,
nm0794793,Lee Sholem,1913.0,2000.0
nm0794837,Jirô Shôno,,
nm0794843,Lindsay Shonteff,1935.0,2006.0
nm0794848,Michael Shoob,,
nm0794960,Simon Shore,1959.0,
nm0794971,Del Shores,1957.0,
nm0794973,Lynn Shores,1893.0,1949.0
nm0795153,Cate Shortland,1968.0,
nm0795290,Michael Showalter,1970.0,
nm0795312,Gennady Shpalikov,1937.0,1974.0
nm0795407,Wil Shriner,1953.0,
nm0795528,Esfir Shub,1894.0,1959.0
nm0795664,Vinay Shukla,,
nm0795803,Mina Shum,,
nm0795806,Wai Shum,,
nm0795864,Herman Shumlin,1898.0,1979.0
nm0796057,Aleksei Shvachko,1901.0,1988.0
nm0796073,Mikhail Shvejtser,1920.0,2000.0
nm0796117,M. Night Shyamalan,1970.0,
nm0796119,Shyamaprasad,1960.0,
nm0796124,Charles Shyer,1941.0,
nm0796126,Melville Shyer,1895.0,1968.0
nm0796357,Alex Sichel,1963.0,2014.0
nm0796361,Harald Sicheritz,1958.0,
nm0796402,Mario Siciliano,1925.0,1987.0
nm0796477,Andy Sidaris,1931.0,2007.0
nm0796479,Christian Drew Sidaris,,
nm0796504,Siddique,,
nm0796505,Farogh Siddique,,
nm0796543,Adi Sideman,,
nm0796645,George Sidney,1916.0,2002.0
nm0796657,Scott Sidney,1874.0,1928.0
nm0796694,Gennadiy Sidorov,1962.0,2011.0
nm0796864,Marcos Siega,1969.0,
nm0796903,Bill Siegel,1962.0,2018.0
nm0796915,David Siegel,,
nm0796923,Don Siegel,1912.0,1991.0
nm0797019,Taggart Siegel,,
nm0797046,Hubertus Siegert,1959.0,
nm0797053,Jeff Siergey,,
nm0797055,Siegfried,1973.0,
nm0797136,Charlotte Sieling,1960.0,
nm0797220,Tom Sierchio,,
nm0797455,Floria Sigismondi,1965.0,
nm0797516,Carlo A. Sigon,1964.0,
nm0797526,James Signorelli,,
nm0797601,Magnús Viðar Sigurðsson,,
nm0797655,Jukka-Pekka Siili,1964.0,
nm0797672,Slobodan Sijan,1946.0,
nm0797841,Rolf Silber,1953.0,
nm0797854,Joel Silberg,1927.0,2013.0
nm0797869,Brad Silberling,1963.0,
nm0798517,Batan Silva,,
nm0798595,Breno Silveira,1964.0,
nm0798717,Joan Micklin Silver,1935.0,2020.0
nm0798749,Marisa Silver,,
nm0798788,Scott Silver,,
nm0798798,Steven Silver,,
nm0798820,Cess Silvera,,
nm0798888,Brad J. Silverman,,
nm0798899,David Silverman,1957.0,
nm0798926,Joel Silverman,,
nm0799033,Elliot Silverstein,1927.0,
nm0799471,Lawrence L. Simeone,1953.0,2002.0
nm0799575,Isidor Simkov,,
nm0799595,Peeter Simm,1953.0,
nm0799682,Anthony Simmons,1922.0,2016.0
nm0799693,Brett Simmons,1982.0,
nm0800048,Adam Simon,1962.0,
nm0800098,Claire Simon,1955.0,
nm0800140,Frank Simon,,
nm0800215,John Alan Simon,1950.0,
nm0800232,Kirk Simon,1954.0,2018.0
nm0800347,Rainer Simon,1941.0,
nm0800363,Roger L. Simon,1943.0,
nm0800373,S. Sylvan Simon,1910.0,1951.0
nm0800533,Yves Simoneau,1955.0,
nm0800547,Giorgio Simonelli,1901.0,1966.0
nm0800872,Megan Simpson Huberman,,
nm0800951,Daniel Simpson,,
nm0801040,Jane Simpson,,
nm0801050,Jim Simpson,1956.0,
nm0801055,John Simpson,,
nm0801121,Michael A. Simpson,,
nm0801219,Steven Lewis Simpson,1970.0,
nm0801220,Stuart Simpson,,
nm0801327,Jeremy Sims,1966.0,
nm0801359,Patricia Sims,,
nm0801533,Jean-Pierre Sinapi,1949.0,
nm0801543,Osman Sinav,1956.0,
nm0801561,Andrew Sinclair,1935.0,2019.0
nm0801625,Harry Sinclair,1959.0,
nm0801717,Robert B. Sinclair,1905.0,1970.0
nm0801780,Gerald Seth Sindell,1944.0,
nm0801870,Singeetam Srinivasa Rao,1931.0,
nm0801883,Alexander Singer,1928.0,2020.0
nm0801885,André Singer,,
nm0801916,Craig Singer,,
nm0802084,Anup Singh,,
nm0802086,Anurag Singh,,
nm0802204,Rani Singh,,
nm0802248,Tarsem Singh,1961.0,
nm0802326,Ralph S. Singleton,1940.0,
nm0802377,Tapan Sinha,1924.0,2009.0
nm0802444,Digna Sinke,1949.0,
nm0802501,Bruce Sinofsky,1956.0,2015.0
nm0802551,Gary Sinyor,1962.0,
nm0802561,Curt Siodmak,1902.0,2000.0
nm0802563,Robert Siodmak,1900.0,1973.0
nm0802617,Andrew Sipes,,
nm0802679,Yuthlert Sippapak,1966.0,
nm0802693,Ramesh Sippy,1947.0,
nm0802741,Gianni Siragusa,,
nm0802784,Arkadi Sirenko,1946.0,
nm0802807,Florent-Emilio Siri,1965.0,
nm0802862,Douglas Sirk,1897.0,1987.0
nm0802933,Zdenek Sirový,1932.0,1995.0
nm0802974,Patrick Sisam,,
nm0803020,Charlie Siskel,,
nm0803066,Abderrahmane Sissako,1961.0,
nm0803112,Marisa Sistach,1952.0,
nm0803149,José Antonio Sistiaga,,
nm0803203,Rob Sitch,1962.0,
nm0803348,Ori Sivan,1963.0,
nm0803350,Sangeeth Sivan,,
nm0803366,Vaughan Sivell,1976.0,
nm0803439,Lisa Siwe,1968.0,
nm0803523,Britta Sjogren,,
nm0803549,Alf Sjöberg,1903.0,1980.0
nm0803672,Vilgot Sjöman,1924.0,2006.0
nm0803705,Victor Sjöström,1879.0,1960.0
nm0803966,Brian Skeet,1965.0,
nm0804353,Graham Skipper,,
nm0804408,Erik Skjoldbjærg,1964.0,
nm0804492,Karen Skloss,,
nm0804556,Kari Skogland,,
nm0804580,Ingvar Skogsberg,1937.0,
nm0804592,Jerzy Skolimowski,1938.0,
nm0804619,Michael Skolnik,1978.0,
nm0804641,Susan Skoog,1964.0,
nm0804734,Edward Skórzewski,1930.0,1991.0
nm0804738,Robert Skotak,,
nm0804752,Arne Skouen,1913.0,2003.0
nm0804887,Steve Skrovan,1957.0,
nm0804909,Wiktor Skrzynecki,1945.0,
nm0804964,Ossi Skurnik,1927.0,2002.0
nm0805052,Lisanne Skyler,,
nm0805078,Anette Skåhlberg,,
nm0805238,Hanna Antonina Wojcik Slak,,
nm0805246,Bohdan Sláma,1967.0,
nm0805476,John Slattery,1962.0,
nm0805500,Robert F. Slatzer,1927.0,2005.0
nm0805595,Neal Slavin,,
nm0805635,Leigh Scott,1972.0,
nm0805690,Mike Slee,1959.0,
nm0805751,Maciej Slesicki,1966.0,
nm0805760,Pål Sletaune,1960.0,
nm0805935,Brian Sloan,,
nm0805944,Cle Sloan,,
nm0805965,Holly Goldberg Sloan,1958.0,
nm0806061,Paul Sloane,1893.0,1963.0
nm0806102,Trace Slobotkin,,
nm0806248,Karl Slovin,,
nm0806293,George Sluizer,1932.0,2014.0
nm0806450,Eric Small,,
nm0806492,Leslie Small,,
nm0806565,Phillips Smalley,1875.0,1939.0
nm0806605,Ray C. Smallwood,1887.0,1964.0
nm0806631,Yannis Smaragdis,1946.0,
nm0806692,Ralph Smart,1908.0,2001.0
nm0806736,Bob Smeaton,,
nm0806912,Robert Smigel,1960.0,
nm0806915,Jack Smight,1925.0,2003.0
nm0806967,Matt Smiley,1981.0,
nm0807023,Natalia Smirnoff,1972.0,
nm0807033,Andrey Smirnov,1941.0,
nm0807070,Avdotya Smirnova,1969.0,
nm0807243,Alex Smith,1967.0,
nm0807312,Andrew J. Smith,1967.0,
nm0807563,Bruce W. Smith,1961.0,
nm0807573,Bud S. Smith,,
nm0807687,Chris Smith,1970.0,
nm0807746,Clinton Smith,,
nm0807749,Clive Smith,,
nm0808073,Earl E. Smith,,
nm0808136,Emile Edwin Smith,1971.0,
nm0808421,Harry Smith,1923.0,1991.0
nm0808474,Howard Smith,1936.0,2014.0
nm0808527,J. Jesses Smith,,
nm0808542,Jack Smith,1932.0,1989.0
nm0808807,John N. Smith,1943.0,
nm0808995,Kimani Ray Smith,1972.0,
nm0809090,Leslie L. Smith,,
nm0809166,Lydia B. Smith,,
nm0809264,Martin R. Smith,,
nm0809321,Mel Smith,1952.0,2013.0
nm0809467,Noel M. Smith,1893.0,1955.0
nm0809899,Scott Marshall Smith,1958.0,2020.0
nm0810167,Tim K. Smith,,
nm0810252,Vaughn Juares,1976.0,
nm0810334,Whitney Smith,,
nm0810356,William Tyler Smith,,
nm0810564,Olivier Smolders,1956.0,
nm0810602,Ladislav Smoljak,1931.0,2010.0
nm0810660,Phil Smoot,,
nm0810706,Brian Smrz,,
nm0810747,Karel Smyczek,1950.0,
nm0810938,Greg Sneddon,,
nm0810946,David Snedeker,,
nm0810997,Roberto Sneider,1962.0,
nm0811100,Sergey Snezhkin,1954.0,
nm0811102,Aleksandra Snezhko-Blotskaya,1909.0,1980.0
nm0811143,Skott Snider,,
nm0811296,Michael Snow,1928.0,
nm0811344,Alec C. Snowden,1901.0,1983.0
nm0811468,Jack Snyder,1960.0,
nm0811498,Keith Snyder,1971.0,
nm0811502,Kim A. Snyder,,
nm0811583,Zack Snyder,1966.0,
nm0811611,So Yong Kim,1968.0,
nm0811714,Michele Soavi,1957.0,
nm0811764,Mark Sobel,,
nm0812150,Mario Soffici,1900.0,1977.0
nm0812200,Iain Softley,1958.0,
nm0812298,Coley Sohn,,
nm0812307,Peter Sohn,1977.0,
nm0812309,Soopum Sohn,,
nm0812351,Olli Soinio,1948.0,2018.0
nm0812373,Joel Soisson,,
nm0812406,Sidney Sokhona,,
nm0812474,Stanislav Sokolov,1947.0,
nm0812546,Aleksandr Sokurov,1951.0,
nm0812625,Fernando E. Solanas,1936.0,2020.0
nm0812626,Juan Solanas,1966.0,
nm0812773,Helena Solberg,1942.0,
nm0812787,Russell Solberg,,
nm0812827,Mario Soldati,1906.0,1999.0
nm0812862,Silvio Soldini,1958.0,
nm0812874,Alfred Sole,1943.0,
nm0813068,Chris Solimine,,
nm0813085,Cevin Soling,,
nm0813164,Peter Sollett,1976.0,
nm0813177,Sergio Sollima,1921.0,2015.0
nm0813285,Alexandru Solomon,1966.0,
nm0813301,Cary Solomon,1958.0,
nm0813309,Courtney Solomon,1971.0,
nm0813439,Julia Solomonoff,1968.0,
nm0813512,Nikolai Solovtsov,,
nm0813534,Sergey Solovyev,1944.0,
nm0813583,Andrew Solt,1947.0,
nm0813644,Ola Solum,1943.0,1996.0
nm0813695,Humberto Solás,1941.0,2008.0
nm0813786,Ben Sombogaart,1947.0,
nm0813851,Ilse Somers,,
nm0814085,Stephen Sommers,1962.0,
nm0814194,Tenzing Sonam,,
nm0814232,Chûsei Sone,1937.0,2014.0
nm0814271,Il-gon Song,1971.0,
nm0814384,Barbara Sonneborn,1944.0,
nm0814469,Sion Sono,1961.0,
nm0814517,Jim Sonzero,,
nm0814570,Shinji Sômai,1948.0,2001.0
nm0814694,Árpád Sopsits,1952.0,
nm0814716,Ömer Faruk Sorak,,
nm0814773,Alberto Sordi,1920.0,2003.0
nm0814786,Dror Soref,,
nm0814859,Myles Sorensen,,
nm0815044,Carlos Sorin,1944.0,
nm0815070,Aaron Sorkin,1961.0,
nm0815204,Paolo Sorrentino,1970.0,
nm0815418,Paul Soter,1969.0,
nm0815425,Chris Soth,,
nm0815534,Helvio Soto,1930.0,2001.0
nm0815541,Javier Soto,1969.0,
nm0815634,Jim Sotos,,
nm0815638,Zdravko Sotra,1933.0,
nm0816074,Tim Southam,1961.0,
nm0816090,Barnaby Southcombe,1972.0,
nm0816110,Lynne Southerland,,
nm0816337,Thierno Faty Sow,1941.0,2009.0
nm0816478,Radim Spacek,1973.0,
nm0816498,Marina Spada,,
nm0816807,Larry G. Spangler,,
nm0817081,Robert Sparr,1915.0,1969.0
nm0817163,Diego Spataro,1948.0,
nm0817370,Libby Spears,,
nm0817447,Will Speck,,
nm0817594,Christopher Speeth,1939.0,2017.0
nm0817620,Richard Speight Jr.,1970.0,
nm0817639,Aaron Speiser,,
nm0817801,Michael Spence,,
nm0817811,Richard Spence,1957.0,
nm0817848,Alan Spencer,,
nm0817878,Brenton Spencer,,
nm0817895,Christopher Spencer,,
nm0818103,Sean Spencer,,
nm0818237,Rob Spera,,
nm0818398,Maria Speth,1967.0,
nm0818465,Bryan Spicer,,
nm0818485,Matt Spicer,1984.0,
nm0818527,Ed Spiegel,,2010.0
nm0818542,Marcus Spiegel,,
nm0818547,Scott Spiegel,1957.0,
nm0818608,Götz Spielmann,1961.0,
nm0818639,Bob Spiers,1945.0,2008.0
nm0818915,Fernando Spiner,,
nm0818994,Paolo Spinola,1929.0,2005.0
nm0818996,Michel Spinosa,,
nm0819011,James Spione,,
nm0819033,Peter Spirer,,
nm0819045,Tony Spiridakis,1958.0,
nm0819074,Ellen Spiro,,
nm0819079,Jordana Spiro,1977.0,
nm0819194,Jilann Spitzmiller,,
nm0819377,DJ Spooky,1970.0,
nm0819523,Simon Sprackling,,
nm0819527,Matthew Spradlin,,
nm0819613,Jill Sprecher,,
nm0819702,Alejandro Springall,1966.0,
nm0819718,Brian Springer,,
nm0819733,Jon Springer,,
nm0819803,Bruce Springsteen,1949.0,
nm0819806,R.G. Springsteen,1904.0,1989.0
nm0819965,Paul Spurrier,1967.0,
nm0820155,Pasquale Squitieri,1938.0,2017.0
nm0820208,Sreenivasan,,
nm0820232,C.V. Sridhar,1933.0,2008.0
nm0820266,Sripriya,,
nm0820461,Malcolm St. Clair,1897.0,1952.0
nm0820626,Christopher St. John,,
nm0820689,Stewart St. John,,
nm0820832,Julia St. Vincent,,
nm0820855,Frans van de Staak,1943.0,2001.0
nm0820905,Salvatore Stabile,1975.0,
nm0820934,Anthony Stacchi,,
nm0821018,Joseph P. Stachura,1964.0,
nm0821128,Alexs Stadermann,,
nm0821143,Charley Stadler,,
nm0821408,Bruno Stagnaro,1973.0,
nm0821412,Juan Bautista Stagnaro,,
nm0821432,Chad Stahelski,1968.0,
nm0821451,Eric Steven Stahl,1959.0,
nm0821472,John M. Stahl,1886.0,1950.0
nm0821526,Simon Staho,1972.0,
nm0821552,Ludmil Staikov,1937.0,
nm0821620,Andrea Staka,1973.0,
nm0821813,Monica Stambrini,,
nm0821815,Nikolai Stambula,1945.0,
nm0821844,Daniel Stamm,1976.0,
nm0822012,Dominique Standaert,,
nm0822101,Glenn Standring,,
nm0822119,Sean Stanek,,
nm0822540,Lee Stanley,1943.0,
nm0822555,Doris Wishman,1912.0,2002.0
nm0822557,Michael Stanley,,
nm0822582,Richard Stanley,1966.0,
nm0822597,Shane Stanley,1971.0,
nm0822863,Jeff Stanzler,,
nm0823089,Irene Starewicz,1907.0,1992.0
nm0823133,Austin Stark,1979.0,
nm0823146,Christoph Stark,1965.0,
nm0823630,Jack Starrett,1936.0,1989.0
nm0823721,Ben Stassen,,
nm0823906,Wolfgang Staudte,1906.0,1984.0
nm0824093,John Stead,,
nm0824216,Giorgio Stegani,1928.0,
nm0824220,Peter Stebbings,1971.0,
nm0824250,John Stecenko,1974.0,
nm0824414,Eric Steel,,
nm0824782,Nikolaj Steen,1967.0,
nm0824785,Paprika Steen,1964.0,
nm0824847,Mark Steensland,1965.0,
nm0824882,Burr Steers,1965.0,
nm0824961,Francesco Stefani,1923.0,1989.0
nm0824997,Rob Stefaniuk,,
nm0825058,Aleksandr Stefanovich,1944.0,2021.0
nm0825356,Mark Steilen,,
nm0825360,David Steiman,,
nm0825395,Anne Marie Stein,,
nm0825434,Darren Stein,1971.0,
nm0825506,Jeff Stein,,
nm0825533,Ken Stein,,
nm0825596,Paul L. Stein,1892.0,1951.0
nm0825731,David Steinberg,1942.0,
nm0825738,David H. Steinberg,,
nm0825748,Elyse Steinberg,1979.0,
nm0825790,Michael Steinberg,1959.0,
nm0825842,Hans Steinbichler,1966.0,
nm0825973,Michael Steiner,1969.0,
nm0826164,Danny Steinmann,1942.0,2012.0
nm0826259,Lionel Steketee,1964.0,
nm0826264,Karel Steklý,1903.0,1987.0
nm0826348,Jos Stelling,1945.0,
nm0826369,Martin Stellman,1948.0,
nm0826437,Gerard Stembridge,1958.0,
nm0826541,Kriv Stenders,,
nm0826627,David Stenn,,
nm0826642,Steno,1917.0,1988.0
nm0826814,Barbara Stepansky,,
nm0826873,Frederick Stephani,1903.0,1962.0
nm0827051,Jason Robert Stephens,1971.0,
nm0827171,Todd Stephens,,
nm0827268,John Stephenson,,
nm0827294,Michael Paul Stephenson,1978.0,
nm0827295,Michèle Stephenson,,
nm0827459,Igor Sterk,1968.0,
nm0827597,William Sterling,1926.0,
nm0827663,Daniel Stern,1957.0,
nm0827726,James D. Stern,,
nm0827750,Joshua Michael Stern,,
nm0827767,Leonard Stern,1922.0,2011.0
nm0827800,Nancy Stern Winters,,
nm0827830,Ricki Stern,,
nm0827839,Sandor Stern,1936.0,
nm0827854,Steven Hilliard Stern,1937.0,2018.0
nm0827870,Tom Stern,1932.0,
nm0828099,Patrick Stettner,,
nm0828211,George Stevens Jr.,1932.0,
nm0828244,Arnold Stevens,,
nm0828328,Connie Stevens,1938.0,
nm0828350,David Stevens,1940.0,2018.0
nm0828419,George Stevens,1904.0,1975.0
nm0828521,Julie Stevens,,
nm0828562,Leslie Stevens,1924.0,1998.0
nm0828594,Mark Stevens,1916.0,1994.0
nm0828720,Robert Stevens,1920.0,1989.0
nm0828970,John Stevenson,,
nm0829037,Rick Stevenson,,
nm0829038,Robert Stevenson,1905.0,1986.0
nm0829343,Douglas Day Stewart,,
nm0829518,Joey Stewart,1967.0,
nm0829537,Jon Stewart,1962.0,
nm0829579,Larry Stewart,1930.0,1997.0
